	DepressionID	P
927	30231	0.14
928	30138	0.14
929	30019	0.14
930	30497	0.14
931	30136	0.14
932	30398	0.14
933	30423	0.14
934	30443	0.14
935	30154	0.14
936	30082	0.14
937	30392	0.14
938	30385	0.14
939	30493	0.14
940	30203	0.14
941	30403	0.14
942	30300	0.14
943	30238	0.14
944	30157	0.14
945	30501	0.14
946	30131	0.14
947	30402	0.14
948	30075	0.14
949	30002	0.14
950	30492	0.14
951	30391	0.14
952	30159	0.14
953	30411	0.14
954	30510	0.15
955	30508	0.15
956	30303	0.15
957	30283	0.15
958	30289	0.15
959	30468	0.15
960	30519	0.15
961	30258	0.15
962	30248	0.15
963	30190	0.15
964	30552	0.15
965	30232	0.15
966	30398	0.15
967	30290	0.15
968	30188	0.15
969	30241	0.15
970	30500	0.15
971	30169	0.15
972	30564	0.15
973	30436	0.15
974	30534	0.15
975	116287	0.15
976	30532	0.15
977	30265	0.15
978	116031	0.15
979	30511	0.15
980	116599	0.15
981	116721	0.15
982	30403	0.15
983	30526	0.15
984	30062	0.15
985	30300	0.15
986	30018	0.15
987	117041	0.15
988	30445	0.15
989	30408	0.15
990	30189	0.15
991	30159	0.15
992	166908	0.15
993	30212	0.15
994	30140	0.15
995	30176	0.15
996	30196	0.15
997	30413	0.15
998	117000	0.15
999	30530	0.15
1000	30163	0.15
1001	30513	0.15
1002	116776	0.15
1003	117379	0.15
1004	30365	0.15
1005	30575	0.15
1006	117124	0.15
1007	30523	0.15
1008	30254	0.15
1009	30181	0.15
1010	30154	0.15
1011	30204	0.15
1012	30171	0.15
1013	30187	0.15
1014	30512	0.15
1015	30502	0.15
1016	30370	0.15
1017	116992	0.15
1018	30466	0.15
1019	30525	0.15
1020	30082	0.15
1021	30522	0.15
1022	30354	0.15
1023	29869	0.15
1024	118120	0.15
1025	30211	0.15
1026	30145	0.15
1027	30225	0.15
1028	116933	0.15
1029	117109	0.15
1030	30385	0.15
1031	30517	0.15
1032	30435	0.15
1033	30279	0.15
1034	30524	0.15
1035	166435	0.15
1036	30119	0.15
1037	30431	0.15
1038	30051	0.15
1039	30133	0.15
1040	30120	0.15
1041	166970	0.15
1042	166971	0.15
1043	30337	0.15
1044	29814	0.15
1045	30358	0.15
1046	30407	0.15
1047	30378	0.15
1048	30090	0.15
1049	30475	0.15
1050	30128	0.15
1051	30025	0.15
1052	30048	0.15
1053	30400	0.15
1054	30287	0.15
1055	29950	0.15
1056	30405	0.15
1057	116679	0.15
1058	30124	0.15
1059	30155	0.15
1060	30092	0.15
1061	30158	0.15
1062	30076	0.15
1063	30105	0.15
1064	30174	0.15
1065	30344	0.15
1066	30346	0.15
1067	30454	0.15
1068	30499	0.15
1069	29939	0.15
1070	29970	0.15
1071	30000	0.15
1072	30127	0.15
1073	29880	0.15
1074	30129	0.15
1075	30492	0.15
1076	30032	0.15
1077	30139	0.15
1078	30390	0.15
1079	166437	0.15
1080	30143	0.15
1081	29976	0.15
1082	29964	0.15
1083	29957	0.15
1084	30201	0.15
1085	30024	0.15
1086	30156	0.15
1087	30277	0.15
1088	30137	0.15
1089	29946	0.15
1090	117262	0.15
1091	30100	0.15
1092	29924	0.15
1093	30479	0.15
1094	30487	0.15
1095	30099	0.15
1096	29975	0.15
1097	30160	0.15
1098	30109	0.15
1099	29991	0.15
1100	29897	0.15
1101	30323	0.15
1102	30397	0.15
1103	30299	0.15
1104	29967	0.15
1105	30343	0.15
1106	30339	0.15
1107	30231	0.15
1108	30138	0.15
1109	30019	0.15
1110	29951	0.15
1111	30497	0.15
1112	30136	0.15
1113	30016	0.15
1114	30423	0.15
1115	30443	0.15
1116	29968	0.15
1117	29943	0.15
1118	30012	0.15
1119	30392	0.15
1120	29981	0.15
1121	30493	0.15
1122	30391	0.15
1123	30197	0.15
1124	30199	0.15
1125	29876	0.15
1126	30106	0.15
1127	30482	0.15
1128	30238	0.15
1129	30157	0.15
1130	30501	0.15
1131	30131	0.15
1132	30402	0.15
1133	30075	0.15
1134	30330	0.15
1135	30002	0.15
1136	30146	0.15
1137	30203	0.15
1138	30121	0.15
1139	30411	0.15
1140	30510	0.16
1141	30508	0.16
1142	30303	0.16
1143	30283	0.16
1144	30289	0.16
1145	30468	0.16
1146	30519	0.16
1147	30258	0.16
1148	30248	0.16
1149	30190	0.16
1150	30552	0.16
1151	30232	0.16
1152	30398	0.16
1153	30290	0.16
1154	30188	0.16
1155	30241	0.16
1156	30169	0.16
1157	30564	0.16
1158	30436	0.16
1159	30534	0.16
1160	116287	0.16
1161	30532	0.16
1162	30265	0.16
1163	116031	0.16
1164	30511	0.16
1165	116599	0.16
1166	116721	0.16
1167	30403	0.16
1168	30526	0.16
1169	30500	0.16
1170	30300	0.16
1171	30018	0.16
1172	117041	0.16
1173	30445	0.16
1174	30408	0.16
1175	30189	0.16
1176	30159	0.16
1177	166908	0.16
1178	30212	0.16
1179	30140	0.16
1180	30176	0.16
1181	30196	0.16
1182	30413	0.16
1183	117000	0.16
1184	30530	0.16
1185	30163	0.16
1186	30513	0.16
1187	116776	0.16
1188	117379	0.16
1189	30365	0.16
1190	30575	0.16
1191	117124	0.16
1192	30523	0.16
1193	30254	0.16
1194	30181	0.16
1195	29968	0.16
1196	30204	0.16
1197	30171	0.16
1198	30187	0.16
1199	30512	0.16
1200	30502	0.16
1201	30370	0.16
1202	116992	0.16
1203	30466	0.16
1204	30525	0.16
1205	30082	0.16
1206	30522	0.16
1207	30354	0.16
1208	29869	0.16
1209	118120	0.16
1210	30211	0.16
1211	30145	0.16
1212	30225	0.16
1213	116933	0.16
1214	117109	0.16
1215	30385	0.16
1216	30517	0.16
1217	30435	0.16
1218	30279	0.16
1219	30524	0.16
1220	166435	0.16
1221	30119	0.16
1222	30431	0.16
1223	30156	0.16
1224	30133	0.16
1225	30120	0.16
1226	166970	0.16
1227	166971	0.16
1228	30337	0.16
1229	29814	0.16
1230	30358	0.16
1231	30407	0.16
1232	30378	0.16
1233	30090	0.16
1234	30475	0.16
1235	30128	0.16
1236	30025	0.16
1237	30048	0.16
1238	30400	0.16
1239	30287	0.16
1240	29950	0.16
1241	30405	0.16
1242	116679	0.16
1243	30124	0.16
1244	30155	0.16
1245	30479	0.16
1246	30158	0.16
1247	30076	0.16
1248	30105	0.16
1249	30174	0.16
1250	30344	0.16
1251	30346	0.16
1252	30454	0.16
1253	30499	0.16
1254	29939	0.16
1255	29970	0.16
1256	30000	0.16
1257	29924	0.16
1258	29880	0.16
1259	30129	0.16
1260	30492	0.16
1261	30032	0.16
1262	30139	0.16
1263	30390	0.16
1264	166437	0.16
1265	30143	0.16
1266	29976	0.16
1267	29964	0.16
1268	29957	0.16
1269	30201	0.16
1270	30024	0.16
1271	30051	0.16
1272	30277	0.16
1273	30137	0.16
1274	30011	0.16
1275	117262	0.16
1276	30100	0.16
1277	30127	0.16
1278	30092	0.16
1279	30487	0.16
1280	30099	0.16
1281	29975	0.16
1282	30160	0.16
1283	30109	0.16
1284	29991	0.16
1285	29897	0.16
1286	30323	0.16
1287	30397	0.16
1288	30299	0.16
1289	29967	0.16
1290	30343	0.16
1291	30339	0.16
1292	29946	0.16
1293	30231	0.16
1294	30138	0.16
1295	30019	0.16
1296	29951	0.16
1297	30497	0.16
1298	30136	0.16
1299	30016	0.16
1300	30423	0.16
1301	30443	0.16
1302	30154	0.16
1303	29943	0.16
1304	30012	0.16
1305	30392	0.16
1306	29981	0.16
1307	30493	0.16
1308	30391	0.16
1309	30197	0.16
1310	30199	0.16
1311	29876	0.16
1312	30106	0.16
1313	30482	0.16
1314	30238	0.16
1315	30157	0.16
1316	30501	0.16
1317	30131	0.16
1318	30402	0.16
1319	30075	0.16
1320	30330	0.16
1321	30002	0.16
1322	30146	0.16
1323	30203	0.16
1324	30062	0.16
1325	30121	0.16
1326	30411	0.16
1327	30510	0.17
1328	30508	0.17
1329	30303	0.17
1330	30283	0.17
1331	30289	0.17
1332	30468	0.17
1333	30519	0.17
1334	30258	0.17
1335	30248	0.17
1336	30190	0.17
1337	30552	0.17
1338	30232	0.17
1339	30398	0.17
1340	30290	0.17
1341	30188	0.17
1342	30241	0.17
1343	30169	0.17
1344	30564	0.17
1345	30436	0.17
1346	30534	0.17
1347	116287	0.17
1348	30532	0.17
1349	30265	0.17
1350	116031	0.17
1351	30511	0.17
1352	116599	0.17
1353	116721	0.17
1354	30403	0.17
1355	30526	0.17
1356	30500	0.17
1357	30300	0.17
1358	30018	0.17
1359	117041	0.17
1360	30445	0.17
1361	30408	0.17
1362	30189	0.17
1363	30159	0.17
1364	166908	0.17
1365	30212	0.17
1366	30140	0.17
1367	30176	0.17
1368	30196	0.17
1369	30413	0.17
1370	117000	0.17
1371	30530	0.17
1372	30163	0.17
1373	30513	0.17
1374	116776	0.17
1375	117379	0.17
1376	30365	0.17
1377	30575	0.17
1378	117124	0.17
1379	30523	0.17
1380	30254	0.17
1381	30181	0.17
1382	29968	0.17
1383	30204	0.17
1384	30171	0.17
1385	30187	0.17
1386	30512	0.17
1387	30502	0.17
1388	30370	0.17
1389	116992	0.17
1390	30466	0.17
1391	30525	0.17
1392	30082	0.17
1393	30522	0.17
1394	30354	0.17
1395	29869	0.17
1396	118120	0.17
1397	30211	0.17
1398	30145	0.17
1399	30225	0.17
1400	116933	0.17
1401	117109	0.17
1402	30385	0.17
1403	30517	0.17
1404	30435	0.17
1405	30279	0.17
1406	30524	0.17
1407	166435	0.17
1408	30119	0.17
1409	30431	0.17
1410	30156	0.17
1411	30133	0.17
1412	30120	0.17
1413	166970	0.17
1414	166971	0.17
1415	30337	0.17
1416	29814	0.17
1417	30358	0.17
1418	30407	0.17
1419	30378	0.17
1420	30090	0.17
1421	30475	0.17
1422	30128	0.17
1423	30025	0.17
1424	30048	0.17
1425	30400	0.17
1426	30287	0.17
1427	29950	0.17
1428	30405	0.17
1429	116679	0.17
1430	30124	0.17
1431	30155	0.17
1432	30479	0.17
1433	30158	0.17
1434	30076	0.17
1435	30105	0.17
1436	30174	0.17
1437	30344	0.17
1438	30346	0.17
1439	30454	0.17
1440	30499	0.17
1441	29939	0.17
1442	29970	0.17
1443	30000	0.17
1444	29924	0.17
1445	29880	0.17
1446	30129	0.17
1447	30492	0.17
1448	30032	0.17
1449	30139	0.17
1450	30390	0.17
1451	166437	0.17
1452	30143	0.17
1453	29976	0.17
1454	29964	0.17
1455	29957	0.17
1456	30201	0.17
1457	30024	0.17
1458	30051	0.17
1459	30277	0.17
1460	30137	0.17
1461	30011	0.17
1462	117262	0.17
1463	30100	0.17
1464	30127	0.17
1465	30092	0.17
1466	30487	0.17
1467	30099	0.17
1468	29975	0.17
1469	30160	0.17
1470	30109	0.17
1471	29991	0.17
1472	29897	0.17
1473	30323	0.17
1474	30397	0.17
1475	30299	0.17
1476	29967	0.17
1477	30343	0.17
1478	30339	0.17
1479	29946	0.17
1480	30231	0.17
1481	30138	0.17
1482	30019	0.17
1483	29951	0.17
1484	30497	0.17
1485	30136	0.17
1486	30016	0.17
1487	30423	0.17
1488	30443	0.17
1489	30154	0.17
1490	29943	0.17
1491	30012	0.17
1492	30392	0.17
1493	29981	0.17
1494	30493	0.17
