	DepressionID	P
1495	30391	0.17
1496	30197	0.17
1497	30199	0.17
1498	29876	0.17
1499	30106	0.17
1500	30482	0.17
1501	30238	0.17
1502	30157	0.17
1503	30501	0.17
1504	30131	0.17
1505	30402	0.17
1506	30075	0.17
1507	30330	0.17
1508	30002	0.17
1509	30146	0.17
1510	30203	0.17
1511	30062	0.17
1512	30121	0.17
1513	30411	0.17
1514	30510	0.18
1515	30508	0.18
1516	30303	0.18
1517	30283	0.18
1518	30289	0.18
1519	30468	0.18
1520	30519	0.18
1521	30258	0.18
1522	30248	0.18
1523	30190	0.18
1524	30552	0.18
1525	30232	0.18
1526	30398	0.18
1527	30290	0.18
1528	30188	0.18
1529	30241	0.18
1530	30169	0.18
1531	30564	0.18
1532	30436	0.18
1533	30534	0.18
1534	116287	0.18
1535	30532	0.18
1536	30265	0.18
1537	116031	0.18
1538	30511	0.18
1539	116599	0.18
1540	116721	0.18
1541	30403	0.18
1542	30526	0.18
1543	30500	0.18
1544	30300	0.18
1545	30018	0.18
1546	117041	0.18
1547	30445	0.18
1548	30408	0.18
1549	30189	0.18
1550	30159	0.18
1551	166908	0.18
1552	30212	0.18
1553	30140	0.18
1554	30176	0.18
1555	30196	0.18
1556	30413	0.18
1557	117000	0.18
1558	30530	0.18
1559	30163	0.18
1560	30513	0.18
1561	116776	0.18
1562	117379	0.18
1563	30365	0.18
1564	30575	0.18
1565	117124	0.18
1566	30523	0.18
1567	30254	0.18
1568	30181	0.18
1569	29968	0.18
1570	30204	0.18
1571	30171	0.18
1572	30187	0.18
1573	30512	0.18
1574	30502	0.18
1575	30370	0.18
1576	116992	0.18
1577	30466	0.18
1578	30525	0.18
1579	30082	0.18
1580	30522	0.18
1581	30354	0.18
1582	29869	0.18
1583	118120	0.18
1584	30211	0.18
1585	30145	0.18
1586	30225	0.18
1587	116933	0.18
1588	117109	0.18
1589	30385	0.18
1590	30517	0.18
1591	30435	0.18
1592	30279	0.18
1593	30524	0.18
1594	166435	0.18
1595	30119	0.18
1596	30431	0.18
1597	30156	0.18
1598	30133	0.18
1599	30120	0.18
1600	166970	0.18
1601	166971	0.18
1602	30337	0.18
1603	29814	0.18
1604	30358	0.18
1605	30407	0.18
1606	30378	0.18
1607	30090	0.18
1608	30475	0.18
1609	30128	0.18
1610	30025	0.18
1611	30048	0.18
1612	30400	0.18
1613	30287	0.18
1614	29950	0.18
1615	30405	0.18
1616	116679	0.18
1617	30124	0.18
1618	30155	0.18
1619	30479	0.18
1620	30158	0.18
1621	30076	0.18
1622	30105	0.18
1623	30174	0.18
1624	30344	0.18
1625	30346	0.18
1626	30454	0.18
1627	30499	0.18
1628	29939	0.18
1629	29970	0.18
1630	30000	0.18
1631	29924	0.18
1632	29880	0.18
1633	30129	0.18
1634	30492	0.18
1635	30032	0.18
1636	30139	0.18
1637	30390	0.18
1638	166437	0.18
1639	30143	0.18
1640	29976	0.18
1641	29964	0.18
1642	29957	0.18
1643	30201	0.18
1644	30024	0.18
1645	30051	0.18
1646	30277	0.18
1647	30137	0.18
1648	30011	0.18
1649	117262	0.18
1650	30100	0.18
1651	30127	0.18
1652	30092	0.18
1653	30487	0.18
1654	30099	0.18
1655	29975	0.18
1656	30160	0.18
1657	30109	0.18
1658	29991	0.18
1659	29897	0.18
1660	30323	0.18
1661	30397	0.18
1662	30299	0.18
1663	29967	0.18
1664	30343	0.18
1665	30339	0.18
1666	29946	0.18
1667	30231	0.18
1668	30138	0.18
1669	30019	0.18
1670	29951	0.18
1671	30497	0.18
1672	30136	0.18
1673	30016	0.18
1674	30423	0.18
1675	30443	0.18
1676	30154	0.18
1677	29943	0.18
1678	30012	0.18
1679	30392	0.18
1680	29981	0.18
1681	30493	0.18
1682	30391	0.18
1683	30197	0.18
1684	30199	0.18
1685	29876	0.18
1686	30106	0.18
1687	30482	0.18
1688	30238	0.18
1689	30157	0.18
1690	30501	0.18
1691	30131	0.18
1692	30402	0.18
1693	30075	0.18
1694	30330	0.18
1695	30002	0.18
1696	30146	0.18
1697	30203	0.18
1698	30062	0.18
1699	30121	0.18
1700	30411	0.18
1701	30510	0.19
1702	30508	0.19
1703	30303	0.19
1704	30283	0.19
1705	30289	0.19
1706	30468	0.19
1707	30519	0.19
1708	30258	0.19
1709	30248	0.19
1710	30190	0.19
1711	30552	0.19
1712	30232	0.19
1713	30398	0.19
1714	30290	0.19
1715	30188	0.19
1716	30241	0.19
1717	30169	0.19
1718	30564	0.19
1719	30436	0.19
1720	30534	0.19
1721	116287	0.19
1722	30532	0.19
1723	30265	0.19
1724	116031	0.19
1725	30511	0.19
1726	116599	0.19
1727	116721	0.19
1728	30403	0.19
1729	30526	0.19
1730	30500	0.19
1731	30300	0.19
1732	30018	0.19
1733	117041	0.19
1734	30445	0.19
1735	30408	0.19
1736	30189	0.19
1737	30159	0.19
1738	166908	0.19
1739	30212	0.19
1740	30140	0.19
1741	30176	0.19
1742	30196	0.19
1743	30413	0.19
1744	117000	0.19
1745	30530	0.19
1746	30163	0.19
1747	30513	0.19
1748	116776	0.19
1749	117379	0.19
1750	30365	0.19
1751	30575	0.19
1752	117124	0.19
1753	30523	0.19
1754	30254	0.19
1755	30181	0.19
1756	29968	0.19
1757	30204	0.19
1758	30171	0.19
1759	30187	0.19
1760	30512	0.19
1761	30502	0.19
1762	30370	0.19
1763	116992	0.19
1764	30466	0.19
1765	30525	0.19
1766	30082	0.19
1767	30522	0.19
1768	30354	0.19
1769	29869	0.19
1770	118120	0.19
1771	30211	0.19
1772	30145	0.19
1773	30225	0.19
1774	116933	0.19
1775	117109	0.19
1776	30385	0.19
1777	30517	0.19
1778	30435	0.19
1779	30279	0.19
1780	30524	0.19
1781	166435	0.19
1782	30119	0.19
1783	30431	0.19
1784	30156	0.19
1785	30133	0.19
1786	30120	0.19
1787	166970	0.19
1788	166971	0.19
1789	30337	0.19
1790	29814	0.19
1791	30358	0.19
1792	30407	0.19
1793	30378	0.19
1794	30090	0.19
1795	30475	0.19
1796	30128	0.19
1797	30025	0.19
1798	30048	0.19
1799	30400	0.19
1800	30287	0.19
1801	29950	0.19
1802	30405	0.19
1803	116679	0.19
1804	30124	0.19
1805	30155	0.19
1806	30479	0.19
1807	30158	0.19
1808	30076	0.19
1809	30105	0.19
1810	30174	0.19
1811	30344	0.19
1812	30346	0.19
1813	30454	0.19
1814	30499	0.19
1815	29939	0.19
1816	29970	0.19
1817	30000	0.19
1818	29924	0.19
1819	29880	0.19
1820	30129	0.19
1821	30492	0.19
1822	30032	0.19
1823	30139	0.19
1824	30390	0.19
1825	166437	0.19
1826	30143	0.19
1827	29976	0.19
1828	29964	0.19
1829	29957	0.19
1830	30201	0.19
1831	30024	0.19
1832	30051	0.19
1833	30277	0.19
1834	30137	0.19
1835	30011	0.19
1836	117262	0.19
1837	30100	0.19
1838	30127	0.19
1839	30092	0.19
1840	30487	0.19
1841	30099	0.19
1842	29975	0.19
1843	30160	0.19
1844	30109	0.19
1845	29991	0.19
1846	29897	0.19
1847	30323	0.19
1848	30397	0.19
1849	30299	0.19
1850	29967	0.19
1851	30343	0.19
1852	30339	0.19
1853	29946	0.19
1854	30231	0.19
1855	30138	0.19
1856	30019	0.19
1857	29951	0.19
1858	30497	0.19
1859	30136	0.19
1860	30016	0.19
1861	30423	0.19
1862	30443	0.19
1863	30154	0.19
1864	29943	0.19
1865	30012	0.19
1866	30392	0.19
1867	29981	0.19
1868	30493	0.19
1869	30391	0.19
1870	30197	0.19
1871	30199	0.19
1872	29876	0.19
1873	30106	0.19
1874	30482	0.19
1875	30238	0.19
1876	30157	0.19
1877	30501	0.19
1878	30131	0.19
1879	30402	0.19
1880	30075	0.19
1881	30330	0.19
1882	30002	0.19
1883	30146	0.19
1884	30203	0.19
1885	30062	0.19
1886	30121	0.19
1887	30411	0.19
1888	30563	0.2
1889	30508	0.2
1890	30303	0.2
1891	30283	0.2
1892	30544	0.2
1893	30468	0.2
1894	30519	0.2
1895	30536	0.2
1896	30258	0.2
1897	30248	0.2
1898	30190	0.2
1899	30549	0.2
1900	30552	0.2
1901	30232	0.2
1902	30398	0.2
1903	30290	0.2
1904	30188	0.2
1905	30241	0.2
1906	30169	0.2
1907	30564	0.2
1908	30436	0.2
1909	30534	0.2
1910	30527	0.2
1911	116287	0.2
1912	30532	0.2
1913	30265	0.2
1914	116031	0.2
1915	30511	0.2
1916	116599	0.2
1917	116721	0.2
1918	30403	0.2
1919	30526	0.2
1920	30500	0.2
1921	30300	0.2
1922	30018	0.2
1923	117041	0.2
1924	30445	0.2
1925	30408	0.2
1926	30189	0.2
1927	30159	0.2
1928	166908	0.2
1929	30354	0.2
1930	30212	0.2
1931	29967	0.2
1932	30571	0.2
1933	30196	0.2
1934	30413	0.2
1935	117000	0.2
1936	30530	0.2
1937	30163	0.2
1938	30531	0.2
1939	30513	0.2
1940	116776	0.2
1941	117379	0.2
1942	30365	0.2
1943	30575	0.2
1944	117124	0.2
1945	30523	0.2
1946	30140	0.2
1947	30254	0.2
1948	30181	0.2
1949	29968	0.2
1950	30204	0.2
1951	30171	0.2
1952	30187	0.2
1953	30512	0.2
1954	30502	0.2
1955	30370	0.2
1956	116992	0.2
1957	30466	0.2
1958	30525	0.2
1959	30082	0.2
1960	30522	0.2
1961	30176	0.2
1962	29869	0.2
1963	30567	0.2
1964	118120	0.2
1965	30211	0.2
1966	30145	0.2
1967	30225	0.2
1968	116933	0.2
1969	117109	0.2
1970	30385	0.2
1971	30517	0.2
1972	30435	0.2
1973	30279	0.2
1974	30524	0.2
1975	166435	0.2
1976	30119	0.2
1977	30431	0.2
1978	30156	0.2
1979	30133	0.2
1980	30120	0.2
1981	166970	0.2
1982	166971	0.2
1983	30289	0.2
1984	30337	0.2
1985	29814	0.2
1986	30358	0.2
1987	30407	0.2
1988	30378	0.2
1989	30090	0.2
1990	30475	0.2
1991	30128	0.2
1992	30025	0.2
1993	30048	0.2
1994	30400	0.2
1995	30287	0.2
1996	29950	0.2
1997	30405	0.2
1998	116679	0.2
1999	30124	0.2
2000	30155	0.2
2001	30479	0.2
2002	30158	0.2
2003	30566	0.2
2004	30076	0.2
2005	30105	0.2
2006	30174	0.2
2007	30344	0.2
2008	30346	0.2
2009	30454	0.2
2010	30499	0.2
2011	29939	0.2
2012	29970	0.2
2013	30000	0.2
2014	29924	0.2
2015	29880	0.2
2016	30129	0.2
2017	30492	0.2
2018	30032	0.2
2019	30139	0.2
2020	30390	0.2
2021	166437	0.2
2022	30143	0.2
2023	29976	0.2
2024	29964	0.2
2025	29957	0.2
2026	30201	0.2
2027	30024	0.2
2028	30051	0.2
2029	30277	0.2
2030	30137	0.2
2031	30011	0.2
2032	117262	0.2
2033	30100	0.2
2034	30127	0.2
2035	30092	0.2
2036	30487	0.2
2037	30099	0.2
2038	29975	0.2
2039	30160	0.2
2040	30109	0.2
2041	29991	0.2
2042	29897	0.2
2043	30323	0.2
2044	30397	0.2
2045	30299	0.2
2046	30343	0.2
2047	30339	0.2
2048	29946	0.2
2049	30231	0.2
2050	30138	0.2
2051	30019	0.2
2052	29951	0.2
2053	30497	0.2
2054	30136	0.2
2055	30016	0.2
2056	30423	0.2
2057	30443	0.2
2058	30154	0.2
2059	29943	0.2
2060	30012	0.2
2061	30510	0.2
2062	30392	0.2
2063	29981	0.2
2064	30493	0.2
2065	30391	0.2
2066	30402	0.2
2067	30197	0.2
2068	30199	0.2
2069	29876	0.2
2070	30106	0.2
2071	30482	0.2
2072	30238	0.2
2073	30157	0.2
2074	30501	0.2
2075	30131	0.2
2076	30555	0.2
2077	30075	0.2
2078	30330	0.2
2079	30002	0.2
2080	30146	0.2
2081	30203	0.2
2082	30062	0.2
2083	30121	0.2
2084	30411	0.2
2085	30563	0.21
2086	30508	0.21
2087	30303	0.21
2088	30283	0.21
2089	30544	0.21
2090	30468	0.21
2091	30519	0.21
2092	30536	0.21
2093	30258	0.21
2094	30248	0.21
2095	30190	0.21
2096	30549	0.21
2097	30552	0.21
2098	30232	0.21
2099	30398	0.21
2100	30290	0.21
2101	30188	0.21
2102	30241	0.21
2103	30169	0.21
2104	30564	0.21
2105	30436	0.21
2106	30534	0.21
2107	30527	0.21
2108	116287	0.21
2109	30532	0.21
2110	30265	0.21
2111	116031	0.21
2112	30511	0.21
2113	116599	0.21
2114	116721	0.21
2115	30403	0.21
2116	30526	0.21
2117	30500	0.21
2118	30300	0.21
2119	30018	0.21
2120	117041	0.21
2121	30445	0.21
2122	30408	0.21
2123	30189	0.21
2124	30159	0.21
2125	166908	0.21
2126	30354	0.21
2127	30212	0.21
2128	29967	0.21
2129	30571	0.21
2130	30196	0.21
2131	30413	0.21
2132	117000	0.21
2133	30530	0.21
2134	30163	0.21
2135	30531	0.21
2136	30513	0.21
2137	116776	0.21
2138	117379	0.21
2139	30365	0.21
2140	30575	0.21
2141	117124	0.21
2142	30523	0.21
2143	30140	0.21
2144	30254	0.21
2145	30181	0.21
2146	29968	0.21
2147	30204	0.21
2148	30171	0.21
2149	30187	0.21
2150	30512	0.21
2151	30502	0.21
2152	30370	0.21
2153	116992	0.21
2154	30466	0.21
2155	30525	0.21
2156	30082	0.21
2157	30522	0.21
2158	30176	0.21
2159	29869	0.21
2160	30567	0.21
2161	118120	0.21
2162	30211	0.21
2163	30145	0.21
2164	30225	0.21
2165	116933	0.21
2166	117109	0.21
2167	30385	0.21
2168	30517	0.21
2169	30435	0.21
2170	30279	0.21
2171	30524	0.21
2172	166435	0.21
2173	30119	0.21
2174	30431	0.21
2175	30156	0.21
2176	30133	0.21
2177	30120	0.21
2178	166970	0.21
2179	166971	0.21
2180	30289	0.21
2181	30337	0.21
2182	29814	0.21
2183	30358	0.21
2184	30407	0.21
2185	30378	0.21
2186	30090	0.21
2187	30475	0.21
2188	30128	0.21
2189	30025	0.21
2190	30048	0.21
2191	30400	0.21
2192	30287	0.21
2193	29950	0.21
2194	30405	0.21
2195	116679	0.21
2196	30124	0.21
2197	30155	0.21
2198	30479	0.21
2199	30158	0.21
2200	30566	0.21
2201	30076	0.21
2202	30105	0.21
2203	30174	0.21
2204	30344	0.21
2205	30346	0.21
2206	30454	0.21
2207	30499	0.21
2208	29939	0.21
2209	29970	0.21
2210	30000	0.21
2211	29924	0.21
2212	29880	0.21
2213	30129	0.21
2214	30492	0.21
2215	30032	0.21
2216	30139	0.21
2217	30390	0.21
2218	166437	0.21
2219	30143	0.21
2220	29976	0.21
2221	29964	0.21
2222	29957	0.21
2223	30201	0.21
2224	30024	0.21
2225	30051	0.21
2226	30277	0.21
2227	30137	0.21
2228	30011	0.21
2229	117262	0.21
2230	30100	0.21
2231	30127	0.21
2232	30092	0.21
2233	30487	0.21
2234	30099	0.21
2235	29975	0.21
2236	30160	0.21
2237	30109	0.21
2238	29991	0.21
2239	29897	0.21
2240	30323	0.21
2241	30397	0.21
2242	30299	0.21
2243	30343	0.21
2244	30339	0.21
2245	29946	0.21
2246	30231	0.21
2247	30138	0.21
2248	30019	0.21
2249	29951	0.21
2250	30497	0.21
2251	30136	0.21
2252	30016	0.21
2253	30423	0.21
2254	30443	0.21
2255	30154	0.21
2256	29943	0.21
2257	30012	0.21
2258	30510	0.21
2259	30392	0.21
2260	29981	0.21
2261	30493	0.21
2262	30391	0.21
2263	30402	0.21
2264	30197	0.21
2265	30199	0.21
2266	29876	0.21
2267	30106	0.21
2268	30482	0.21
2269	30238	0.21
2270	30157	0.21
2271	30501	0.21
2272	30131	0.21
2273	30555	0.21
2274	30075	0.21
2275	30330	0.21
2276	30002	0.21
2277	30146	0.21
2278	30203	0.21
2279	30062	0.21
2280	30121	0.21
2281	30411	0.21
2282	30563	0.22
2283	30508	0.22
2284	30303	0.22
2285	30283	0.22
2286	30544	0.22
2287	30468	0.22
2288	30519	0.22
2289	30536	0.22
2290	30258	0.22
2291	30248	0.22
2292	30190	0.22
2293	30549	0.22
2294	30552	0.22
2295	30232	0.22
2296	30398	0.22
2297	30290	0.22
2298	30188	0.22
2299	30241	0.22
2300	30169	0.22
2301	30564	0.22
2302	30436	0.22
2303	30534	0.22
2304	30527	0.22
2305	116287	0.22
2306	30532	0.22
2307	30265	0.22
2308	116031	0.22
2309	30511	0.22
2310	116599	0.22
2311	116721	0.22
2312	30403	0.22
2313	30526	0.22
2314	30500	0.22
2315	30300	0.22
2316	30018	0.22
2317	117041	0.22
2318	30445	0.22
2319	30408	0.22
2320	30189	0.22
2321	30159	0.22
2322	166908	0.22
2323	30354	0.22
2324	30212	0.22
2325	29967	0.22
2326	30571	0.22
2327	30196	0.22
2328	30413	0.22
2329	117000	0.22
2330	30530	0.22
2331	30163	0.22
2332	30531	0.22
2333	30513	0.22
2334	116776	0.22
2335	117379	0.22
2336	30365	0.22
2337	30575	0.22
2338	117124	0.22
2339	30523	0.22
2340	30140	0.22
2341	30254	0.22
2342	30181	0.22
2343	29968	0.22
2344	30204	0.22
2345	30171	0.22
2346	30187	0.22
2347	30512	0.22
2348	30502	0.22
2349	30370	0.22
2350	116992	0.22
2351	30466	0.22
2352	30525	0.22
2353	30082	0.22
2354	30522	0.22
2355	30176	0.22
2356	29869	0.22
2357	30567	0.22
2358	118120	0.22
2359	30211	0.22
2360	30145	0.22
2361	30225	0.22
2362	116933	0.22
2363	117109	0.22
2364	30385	0.22
2365	30517	0.22
2366	30435	0.22
2367	30279	0.22
2368	30524	0.22
2369	166435	0.22
2370	30119	0.22
2371	30431	0.22
2372	30156	0.22
2373	30133	0.22
2374	30120	0.22
2375	166970	0.22
2376	166971	0.22
2377	30289	0.22
2378	30337	0.22
2379	29814	0.22
2380	30358	0.22
2381	30407	0.22
2382	30378	0.22
2383	30090	0.22
2384	30475	0.22
2385	30128	0.22
2386	30025	0.22
2387	30048	0.22
2388	30400	0.22
2389	30287	0.22
2390	29950	0.22
2391	30405	0.22
2392	116679	0.22
2393	30124	0.22
2394	30155	0.22
2395	30479	0.22
2396	30158	0.22
2397	30566	0.22
2398	30076	0.22
2399	30105	0.22
2400	30174	0.22
2401	30344	0.22
2402	30346	0.22
2403	30454	0.22
2404	30499	0.22
2405	29939	0.22
2406	29970	0.22
2407	30000	0.22
2408	29924	0.22
2409	29880	0.22
2410	30129	0.22
2411	30492	0.22
2412	30032	0.22
2413	30139	0.22
2414	30390	0.22
2415	166437	0.22
2416	30143	0.22
2417	29976	0.22
2418	29964	0.22
2419	29957	0.22
2420	30201	0.22
2421	30024	0.22
2422	30051	0.22
2423	30277	0.22
2424	30137	0.22
2425	30011	0.22
2426	117262	0.22
2427	30100	0.22
2428	30127	0.22
2429	30092	0.22
2430	30487	0.22
2431	30099	0.22
2432	29975	0.22
2433	30160	0.22
2434	30109	0.22
2435	29991	0.22
2436	29897	0.22
2437	30323	0.22
2438	30397	0.22
2439	30299	0.22
2440	30343	0.22
2441	30339	0.22
2442	29946	0.22
2443	30231	0.22
2444	30138	0.22
2445	30019	0.22
2446	29951	0.22
2447	30497	0.22
2448	30136	0.22
2449	30016	0.22
2450	30423	0.22
2451	30443	0.22
2452	30154	0.22
2453	29943	0.22
2454	30012	0.22
2455	30510	0.22
2456	30392	0.22
2457	29981	0.22
2458	30493	0.22
2459	30391	0.22
2460	30402	0.22
2461	30197	0.22
2462	30199	0.22
2463	29876	0.22
2464	30106	0.22
2465	30482	0.22
2466	30238	0.22
2467	30157	0.22
2468	30501	0.22
2469	30131	0.22
2470	30555	0.22
2471	30075	0.22
2472	30330	0.22
2473	30002	0.22
2474	30146	0.22
2475	30203	0.22
2476	30062	0.22
2477	30121	0.22
2478	30411	0.22
2479	30563	0.23
2480	30508	0.23
2481	30303	0.23
2482	30283	0.23
2483	30544	0.23
2484	30468	0.23
2485	30519	0.23
2486	30536	0.23
2487	30258	0.23
2488	30248	0.23
2489	30190	0.23
2490	30549	0.23
2491	30552	0.23
2492	116903	0.23
2493	30232	0.23
2494	30398	0.23
2495	30290	0.23
2496	30188	0.23
2497	30241	0.23
2498	30169	0.23
2499	30564	0.23
2500	30436	0.23
2501	30534	0.23
2502	30527	0.23
2503	116287	0.23
2504	30532	0.23
2505	30265	0.23
2506	116031	0.23
2507	30511	0.23
2508	116599	0.23
2509	116721	0.23
2510	30403	0.23
2511	30526	0.23
2512	30500	0.23
2513	30300	0.23
2514	30018	0.23
2515	117041	0.23
2516	30445	0.23
2517	30408	0.23
2518	30189	0.23
2519	30159	0.23
2520	166908	0.23
2521	30354	0.23
2522	30212	0.23
2523	29967	0.23
2524	30571	0.23
2525	30196	0.23
2526	30413	0.23
2527	117000	0.23
2528	30530	0.23
2529	30163	0.23
2530	30531	0.23
2531	30513	0.23
2532	116776	0.23
2533	117379	0.23
2534	30365	0.23
2535	30575	0.23
2536	30231	0.23
2537	30523	0.23
2538	117064	0.23
2539	30140	0.23
2540	30254	0.23
2541	30181	0.23
2542	29968	0.23
2543	30204	0.23
2544	30171	0.23
2545	30187	0.23
2546	30512	0.23
2547	30502	0.23
2548	30370	0.23
2549	116992	0.23
2550	30466	0.23
2551	30525	0.23
2552	30082	0.23
2553	30522	0.23
2554	30176	0.23
2555	29869	0.23
2556	30567	0.23
2557	118120	0.23
2558	30211	0.23
2559	30145	0.23
2560	30225	0.23
2561	116933	0.23
2562	117109	0.23
2563	30385	0.23
2564	116920	0.23
2565	30435	0.23
2566	30279	0.23
2567	30524	0.23
2568	166435	0.23
2569	30119	0.23
2570	30431	0.23
2571	30156	0.23
2572	30133	0.23
2573	30120	0.23
2574	166970	0.23
2575	166971	0.23
2576	30289	0.23
2577	117124	0.23
2578	30337	0.23
2579	29814	0.23
2580	30358	0.23
2581	30407	0.23
2582	30378	0.23
2583	30090	0.23
2584	30475	0.23
2585	30128	0.23
2586	30199	0.23
2587	30048	0.23
2588	30400	0.23
2589	30287	0.23
2590	29950	0.23
2591	30405	0.23
2592	116679	0.23
2593	30124	0.23
2594	30155	0.23
2595	30420	0.23
2596	30479	0.23
2597	30158	0.23
2598	30566	0.23
2599	30076	0.23
2600	30105	0.23
2601	30174	0.23
2602	30344	0.23
2603	30346	0.23
2604	30454	0.23
2605	30499	0.23
2606	29939	0.23
2607	29970	0.23
2608	30000	0.23
2609	29924	0.23
2610	29880	0.23
2611	30129	0.23
2612	30492	0.23
2613	30032	0.23
2614	30139	0.23
2615	30390	0.23
2616	166437	0.23
2617	30143	0.23
2618	29976	0.23
2619	29964	0.23
2620	29957	0.23
2621	30201	0.23
2622	30024	0.23
2623	30051	0.23
2624	30277	0.23
2625	30137	0.23
2626	30011	0.23
2627	117262	0.23
2628	30100	0.23
2629	30127	0.23
2630	30092	0.23
2631	30487	0.23
2632	30099	0.23
2633	30209	0.23
2634	30160	0.23
2635	29975	0.23
2636	30109	0.23
2637	29991	0.23
2638	29897	0.23
2639	30323	0.23
2640	30397	0.23
2641	30299	0.23
2642	30343	0.23
2643	30339	0.23
2644	29946	0.23
2645	30372	0.23
2646	30138	0.23
2647	30019	0.23
2648	29951	0.23
2649	30497	0.23
2650	30136	0.23
2651	30016	0.23
2652	30423	0.23
2653	30443	0.23
2654	30154	0.23
2655	29943	0.23
2656	30012	0.23
2657	30510	0.23
2658	30392	0.23
2659	29981	0.23
2660	30493	0.23
2661	30517	0.23
2662	30402	0.23
2663	30197	0.23
2664	30025	0.23
2665	29876	0.23
2666	30106	0.23
2667	30482	0.23
2668	30238	0.23
2669	30157	0.23
2670	30501	0.23
2671	30131	0.23
2672	30555	0.23
2673	30075	0.23
2674	30330	0.23
2675	30002	0.23
2676	30391	0.23
2677	30146	0.23
2678	30203	0.23
2679	30062	0.23
2680	30121	0.23
2681	30411	0.23
2682	30563	0.24
2683	30508	0.24
2684	30303	0.24
2685	30283	0.24
2686	30544	0.24
2687	30468	0.24
2688	30519	0.24
2689	30536	0.24
2690	30258	0.24
2691	30248	0.24
2692	30190	0.24
2693	30549	0.24
2694	30552	0.24
2695	116903	0.24
2696	30232	0.24
2697	30398	0.24
2698	30290	0.24
2699	30188	0.24
2700	30241	0.24
2701	30169	0.24
2702	30564	0.24
2703	30436	0.24
2704	30534	0.24
2705	30527	0.24
2706	116287	0.24
2707	30532	0.24
2708	30265	0.24
2709	116031	0.24
2710	30511	0.24
2711	116599	0.24
2712	116721	0.24
2713	30403	0.24
2714	30526	0.24
2715	30500	0.24
2716	30300	0.24
2717	30018	0.24
2718	117041	0.24
2719	30445	0.24
2720	30408	0.24
2721	30189	0.24
2722	30159	0.24
2723	166908	0.24
2724	30354	0.24
2725	30212	0.24
2726	29967	0.24
2727	30571	0.24
2728	30196	0.24
2729	30413	0.24
2730	117000	0.24
2731	30530	0.24
2732	30163	0.24
2733	30531	0.24
2734	30513	0.24
2735	116776	0.24
2736	117379	0.24
2737	30365	0.24
2738	30575	0.24
2739	30231	0.24
2740	30523	0.24
2741	117064	0.24
2742	30140	0.24
2743	30254	0.24
2744	30181	0.24
2745	29968	0.24
2746	30204	0.24
2747	30171	0.24
2748	30187	0.24
2749	30512	0.24
2750	30502	0.24
2751	30370	0.24
2752	116992	0.24
2753	30466	0.24
2754	30525	0.24
2755	30082	0.24
2756	30522	0.24
2757	30176	0.24
2758	29869	0.24
2759	30567	0.24
2760	118120	0.24
2761	30211	0.24
2762	30145	0.24
2763	30225	0.24
2764	116933	0.24
2765	117109	0.24
2766	30385	0.24
2767	116920	0.24
2768	30435	0.24
2769	30279	0.24
2770	30524	0.24
2771	166435	0.24
2772	30119	0.24
2773	30431	0.24
2774	30156	0.24
2775	30133	0.24
2776	30120	0.24
2777	166970	0.24
2778	166971	0.24
2779	30289	0.24
2780	117124	0.24
2781	30337	0.24
2782	29814	0.24
2783	30358	0.24
2784	30407	0.24
2785	30378	0.24
2786	30090	0.24
2787	30475	0.24
2788	30128	0.24
2789	30199	0.24
2790	30048	0.24
2791	30400	0.24
2792	30287	0.24
2793	29950	0.24
2794	30405	0.24
2795	116679	0.24
2796	30124	0.24
2797	30155	0.24
2798	30420	0.24
2799	30479	0.24
2800	30158	0.24
2801	30566	0.24
2802	30076	0.24
2803	30105	0.24
2804	30174	0.24
2805	30344	0.24
2806	30346	0.24
2807	30454	0.24
2808	30499	0.24
2809	29939	0.24
2810	29970	0.24
2811	30000	0.24
2812	29924	0.24
2813	29880	0.24
2814	30129	0.24
2815	30492	0.24
2816	30032	0.24
2817	30139	0.24
2818	30390	0.24
2819	166437	0.24
2820	30143	0.24
2821	29976	0.24
2822	29964	0.24
2823	29957	0.24
2824	30201	0.24
2825	30024	0.24
2826	30051	0.24
2827	30277	0.24
2828	30137	0.24
2829	30011	0.24
2830	117262	0.24
2831	30100	0.24
2832	30127	0.24
2833	30092	0.24
2834	30487	0.24
2835	30099	0.24
2836	30209	0.24
2837	30160	0.24
2838	29975	0.24
2839	30109	0.24
2840	29991	0.24
2841	29897	0.24
2842	30323	0.24
2843	30397	0.24
2844	30299	0.24
2845	30343	0.24
2846	30339	0.24
2847	29946	0.24
2848	30372	0.24
2849	30138	0.24
2850	30019	0.24
2851	29951	0.24
2852	30497	0.24
2853	30136	0.24
2854	30016	0.24
2855	30423	0.24
2856	30443	0.24
2857	30154	0.24
2858	29943	0.24
2859	30012	0.24
2860	30510	0.24
2861	30392	0.24
2862	29981	0.24
2863	30493	0.24
2864	30517	0.24
2865	30402	0.24
2866	30197	0.24
2867	30025	0.24
2868	29876	0.24
2869	30106	0.24
2870	30482	0.24
2871	30238	0.24
2872	30157	0.24
2873	30501	0.24
2874	30131	0.24
2875	30555	0.24
2876	30075	0.24
2877	30330	0.24
2878	30002	0.24
2879	30391	0.24
2880	30146	0.24
2881	30203	0.24
2882	30062	0.24
2883	30121	0.24
2884	30411	0.24
2885	30563	0.25
2886	30508	0.25
2887	30303	0.25
2888	30283	0.25
2889	30544	0.25
2890	30468	0.25
2891	30519	0.25
2892	30536	0.25
2893	30258	0.25
