DepressionID	Ac	Am	Nds	Ndsds	Nus	Nuscd	OutletID	Sdus	Shrn	Strn	USAc	USVm	Vm	p0.001	p0.01	p0.02	p0.03	p0.04	p0.05	p0.06	p0.07	p0.08	p0.09	p0.1	p0.11	p0.12	p0.13	p0.14	p0.15	p0.16	p0.17	p0.18	p0.19	p0.2	p0.21	p0.22	p0.23	p0.24	p0.25	p0.26	p0.27	p0.28	p0.29	p0.3	p0.31	p0.32	p0.33	p0.34	p0.35	p0.36	p0.37	p0.38	p0.39	p0.4	p0.41	p0.42	p0.43	p0.44	p0.45	p0.46	p0.47	p0.48	p0.49	p0.5	p0.51	p0.52	p0.53	p0.54	p0.55	p0.56	p0.57	p0.58	p0.59
30209	14517	2898	1	5	0	0	[117000]	0.0	1	1	0.0	0.0	351.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30211	6246	2511	1	6	0	0	[117000]	0.0	1	1	0.0	0.0	411.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30212	84060	18837	1	5	3	14	[117000]	0.72903603196	7	2	784908.0	57463.02	1629.9	784.908	7418.16	14315.85	21206.52	28061.325	34916.13	41770.935	48511.8	53070.21	56710.17	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02	57463.02
30217	13347	2511	1	12	0	0	[117000]	0.0	1	1	0.0	0.0	342.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
117041	59418	6435	1	2	1	1	[117000]	0.00486423584174	1	1	34803.0	169.29	628.74	34.803	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29	169.29
117262	108378	41760	1	3	1	1	[117000]	0.0956361750168	1	1	294966.0	28209.42	16226.01	294.966	2949.66	5899.32	8848.98	11798.64	14748.3	17697.96	20647.62	23597.28	26546.94	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42	28209.42
30381	144117	16362	1	11	0	0	[117000]	0.0	1	1	0.0	0.0	4250.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30225	60210	11637	1	5	2	3	[117000]	0.141348277496	2	2	145089.0	9063.72	1039.77	145.089	970.11	1627.74	2285.37	2943.0	3600.63	4258.26	4915.89	5573.52	6231.15	6888.78	7546.41	8204.04	8861.67	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72	9063.72
30231	153954	7713	1	4	3	21	[117000]	0.944086523212	10	2	1127160.0	70157.16	446.67	1127.16	11228.49	19574.01	27122.31	34634.745	42147.18	49659.615	57058.11	62274.15	66571.74	67982.22	68639.85	69297.48	69955.11	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16	70157.16
30232	45999	2061	1	6	1	1	[117000]	0.00538212260329	1	1	33327.0	179.37	133.11	33.327	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37	179.37
30238	19530	3987	1	5	1	1	[117000]	0.0171540329107	1	1	33363.0	572.31	388.44	33.363	333.63	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31	572.31
30531	134352	16308	1	16	0	0	[117000]	0.0	1	1	0.0	0.0	3446.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30241	33327	1719	1	7	0	0	[117000]	0.0	1	1	0.0	0.0	179.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166435	1432593	563292	1	2	11	215	[117000]	11.6255470952	164	3	23358132.0	3103808.67	193919.67	23320.341	231177.87	459572.67	684370.62	902186.46	1118953.98	1334304.99	1549477.44	1711136.16	1850901.66	1986812.1	2111329.53	2221356.15	2329477.74	2437062.345	2517657.48	2566933.155	2616119.91	2665306.665	2714493.42	2762456.58	2800285.29	2838114.0	2872625.85	2904983.46	2937341.07	2969698.68	3002056.29	3034413.9	3066771.51	3087176.94	3089531.43	3091051.89	3092572.35	3094092.81	3095613.27	3097133.73	3098654.19	3100174.65	3101695.11	3103215.57	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67	3103808.67
166437	49104	10827	1	4	0	0	[117000]	0.0	1	1	0.0	0.0	2473.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
